song_id,song_name,artist_id 
521,Coming Home                                                                                         ,326
522,My Słowianie - We Are Slavic                                                                        ,327
523,Rise Like a Phoenix                                                                                 ,328
524,Silent Storm                                                                                        ,329
525,Ljubav Je Svuda                                                                                     ,336
526,Igranka                                                                                             ,337
527,Straight Into Love                                                                                  ,338
528,An Me Thimasai                                                                                      ,339
529,Shine                                                                                               ,340
530,Mižerja                                                                                             ,341
531,Birds                                                                                               ,342
532,Love Kills                                                                                          ,343
533,Gravity                                                                                             ,344
534,What If                                                                                             ,345
535,Only Love Survives                                                                                  ,346
536,O Mie                                                                                               ,347
537,Et Uus Saaks Alguse                                                                                 ,348
538,Solayoh                                                                                             ,349
539,Something                                                                                           ,350
540,Only Teardrops                                                                                      ,351
541,Samo Shampioni (Only Champions)                                                                     ,352
542,Pred Da Se Razdeni                                                                                  ,353
543,Crisalide (Vola)                                                                                    ,307
544,You And Me                                                                                          ,354
545,Identitet                                                                                           ,355
546,Here We Go                                                                                          ,356
547,Rak Bishvilo                                                                                        ,357
548,Lonely Planet                                                                                       ,358
549,Kedvesem (Zoohacker Remix)                                                                          ,359
550,Marry Me                                                                                            ,360
551,Its My Life                                                                                         ,361
552,Waterfall                                                                                           ,362
553,Hold Me                                                                                             ,363
554,I Feed You My Love                                                                                  ,364
555,Tomorrow                                                                                            ,365
556,Ég Á Líf                                                                                            ,366
557,Alcohol Is Free                                                                                     ,367
558,Lonely Planet                                                                                       ,358
559,Birds                                                                                               ,342
560,Love Kills                                                                                          ,343
561,Kedvesem (Zoohacker Remix)                                                                          ,359
562,Marry Me                                                                                            ,360
563,Gravity                                                                                             ,344
564,What If                                                                                             ,345
565,Its My Life                                                                                         ,361
566,Waterfall                                                                                           ,362
567,Hold Me                                                                                             ,363
568,Only Love Survives                                                                                  ,346
569,O Mie                                                                                               ,347
570,I Feed You My Love                                                                                  ,364
571,Et Uus Saaks Alguse                                                                                 ,348
572,Solayoh                                                                                             ,349
573,Tomorrow                                                                                            ,365
574,Something                                                                                           ,350
575,Ég Á Líf                                                                                            ,366
576,Alcohol Is Free                                                                                     ,367
577,Only Teardrops                                                                                      ,351
578,Contigo Hasta El Final (With You Until The End)                                                     ,368
579,LEssenziale                                                                                         ,369
580,Believe In Me                                                                                       ,370
581,You                                                                                                 ,371
582,Glorious                                                                                            ,372
583,Lenfer Et Moi                                                                                       ,373
584,Time                                                                                                ,374
585,När Jag Blundar                                                                                     ,375
586,Unbreakable                                                                                         ,376
587,The Social Network Song (Oh Oh – Uh - Oh Oh)                                                        ,307
588,Beautiful Song                                                                                      ,377
589,Would You?                                                                                          ,378
590,Woki Mit Deim Popo                                                                                  ,379
591,Euro Neuro                                                                                          ,380
592,Sound Of Our Hearts                                                                                 ,381
593,Waterline                                                                                           ,382
594,Aphrodisiac                                                                                         ,383
595,Party For Everybody                                                                                 ,384
596,Shouldve Known Better                                                                               ,385
597,Suus                                                                                                ,386
598,Zaleilah                                                                                            ,387
599,La La Love                                                                                          ,388
600,Lăutar                                                                                              ,389
601,Never Forget                                                                                        ,390
602,Love Unlimited                                                                                      ,391
603,Nebo                                                                                                ,392
604,Dont Close Your Eyes                                                                                ,393
605,We Are The Heroes                                                                                   ,394
606,Verjamem                                                                                            ,395
607,Vida Minha                                                                                          ,396
608,You And Me                                                                                          ,397
609,Im A Joker                                                                                          ,398
610,Korake Ti Znam                                                                                      ,399
611,Love Is Blind                                                                                       ,247
612,Be My Guest                                                                                         ,400
613,Stay                                                                                                ,401
614,This Is The Night                                                                                   ,402
615,Love Me Back                                                                                        ,403
616,Kuula                                                                                               ,404
617,Crno I Belo                                                                                         ,238
618,Euphoria                                                                                            ,405
619,Nije Ljubav Stvar                                                                                   ,406
620,Echo (You And I)                                                                                    ,407
621,When The Music Dies                                                                                 ,408
622,Love Will Set You Free                                                                              ,409
623,LAmore È Femmina  (Out Of Love)                                                                     ,410
624,Quédate Conmigo (Stay With Me)                                                                      ,411
625,Standing Still                                                                                      ,412
626,Korake Ti Znam                                                                                      ,399
627,Love Is Blind                                                                                       ,247
628,Be My Guest                                                                                         ,400
629,Stay                                                                                                ,401
630,This Is The Night                                                                                   ,402
631,Love Me Back                                                                                        ,403
632,Kuula                                                                                               ,404
633,Crno I Belo                                                                                         ,238
634,Euphoria                                                                                            ,405
635,Nije Ljubav Stvar                                                                                   ,406
636,Sound Of Our Hearts                                                                                 ,381
637,Waterline                                                                                           ,382
638,Aphrodisiac                                                                                         ,383
639,Party For Everybody                                                                                 ,384
640,Shouldve Known Better                                                                               ,385
641,Suus                                                                                                ,386
642,Zaleilah                                                                                            ,387
643,La La Love                                                                                          ,388
644,Lăutar                                                                                              ,389
645,Never Forget                                                                                        ,390
646,Feel The Passion                                                                                    ,413
647,Jestem                                                                                              ,414
648,One Life                                                                                            ,415
649,Luta É Alegria                                                                                      ,416
650,Stand By                                                                                            ,417
651,Boom Boom                                                                                           ,418
652,Haba Haba                                                                                           ,419
653,Live It Up                                                                                          ,420
654,Celebrate                                                                                           ,421
655,Da Da Dam                                                                                           ,422
656,One More Day                                                                                        ,423
657,Watch My Dance                                                                                      ,424
658,Coming Home                                                                                         ,425
659,Get You                                                                                             ,426
660,Čaroban                                                                                             ,427
661,In Love For A While                                                                                 ,428
662,Running Scared                                                                                      ,429
663,What About My Dreams?                                                                               ,430
664,Cest Ma Vie                                                                                         ,431
665,With Love Baby                                                                                      ,432
666,San Aggelos S’Agapisa                                                                               ,433
667,Im Still Alive                                                                                      ,434
668,Never Alone                                                                                         ,435
669,I Love Belarus                                                                                      ,436
670,Na Inat                                                                                             ,250
671,Rusinka                                                                                             ,437
672,Ding Dong                                                                                           ,438
673,Angel In Disguise                                                                                   ,439
674,The Secret Is Love                                                                                  ,440
675,Love In Rewind                                                                                      ,441
676,So Lucky                                                                                            ,442
677,Popular                                                                                             ,443
678,Angel                                                                                               ,444
679,New Tomorrow                                                                                        ,445
680,Rockefeller Street                                                                                  ,446
681,Lipstick                                                                                            ,382
682,Change                                                                                              ,447
683,No One                                                                                              ,448
684,Que Me Quiten Lo Bailao  -  They Cant Take The Fun Away From Me                                     ,449
685,Sognu                                                                                               ,450
686,I Can                                                                                               ,451
687,Madness Of Love                                                                                     ,452
688,Taken By A Stranger                                                                                 ,453
689,The Secret Is Love                                                                                  ,440
690,Love In Rewind                                                                                      ,441
691,So Lucky                                                                                            ,442
692,Popular                                                                                             ,443
693,Angel                                                                                               ,444
694,New Tomorrow                                                                                        ,445
695,Rockefeller Street                                                                                  ,446
696,Lipstick                                                                                            ,382
697,Change                                                                                              ,447
698,No One                                                                                              ,448
699,Da Da Dam                                                                                           ,422
700,One More Day                                                                                        ,423
701,Watch My Dance                                                                                      ,424
702,Coming Home                                                                                         ,425
703,Get You                                                                                             ,426
704,Čaroban                                                                                             ,427
705,In Love For A While                                                                                 ,428
706,Running Scared                                                                                      ,429
707,What About My Dreams?                                                                               ,430
708,Cest Ma Vie                                                                                         ,431
709,Siren                                                                                               ,454
710,Legenda                                                                                             ,455
711,What For?                                                                                           ,456
712,Jas Ja Imam Silata                                                                                  ,457
713,My Dream                                                                                            ,458
714,Horehronie                                                                                          ,459
715,Työlki Ellää                                                                                        ,460
716,Its All About You                                                                                   ,461
717,Me And My Guitar                                                                                    ,462
718,Butterflies                                                                                         ,463
719,Há Dias Assim                                                                                       ,464
720,Run Away                                                                                            ,465
721,Je Ne Sais Quoi                                                                                     ,466
722,Thunder And Lightning                                                                               ,467
723,OPA                                                                                                 ,468
724,Lost And Forgotten                                                                                  ,469
725,Ovo Je Balkan                                                                                       ,470
726,Lako Je Sve                                                                                         ,471
727,Angel Si Ti                                                                                         ,472
728,Ik Ben Verliefd (Sha-la-lie)                                                                        ,473
729,This Is My Life                                                                                     ,474
730,Narodnozabavni Rock                                                                                 ,475
731,Eastern European Funk                                                                               ,476
732,Il Pleut de LOr                                                                                     ,477
733,Apricot Stone                                                                                       ,478
734,Milim                                                                                               ,479
735,Playing With Fire                                                                                   ,480
736,Life Looks Better In Spring                                                                         ,481
737,Drip Drop                                                                                           ,482
738,In A Moment Like This                                                                               ,483
739,Sweet People                                                                                        ,484
740,Its For You                                                                                         ,485
741,We Could Be The Same                                                                                ,486
742,Shine                                                                                               ,487
743,Apricot Stone                                                                                       ,478
744,Milim                                                                                               ,479
745,Playing With Fire                                                                                   ,480
746,Life Looks Better In Spring                                                                         ,481
747,Drip Drop                                                                                           ,482
748,In A Moment Like This                                                                               ,483
749,Sweet People                                                                                        ,484
750,Its For You                                                                                         ,485
751,We Could Be The Same                                                                                ,486
752,Shine                                                                                               ,487
753,Its All About You                                                                                   ,461
754,Me And My Guitar                                                                                    ,462
755,Butterflies                                                                                         ,463
756,Há Dias Assim                                                                                       ,464
757,Run Away                                                                                            ,465
758,Je Ne Sais Quoi                                                                                     ,466
759,Thunder And Lightning                                                                               ,467
760,OPA                                                                                                 ,468
761,Lost And Forgotten                                                                                  ,469
762,Ovo Je Balkan                                                                                       ,470
763,That Sounds Good To Me                                                                              ,488
764,Allez Ola Olé                                                                                       ,489
765,Algo Pequeñito (Something Tiny)                                                                     ,490
766,Satellite                                                                                           ,453
767,My Heart Is Yours                                                                                   ,491
768,Eyes That Never Lie                                                                                 ,492
769,Neshto Shto Ke Ostane                                                                               ,493
770,The Highest Heights                                                                                 ,494
771,Illusion                                                                                            ,495
772,Just Get Out of My Life                                                                             ,496
773,Aven Romale                                                                                         ,497
774,La Teva Decisió (Get A Life)                                                                        ,498
775,Copycat                                                                                             ,499
776,Jan Jan                                                                                             ,500
777,What If We                                                                                          ,501
778,The Balkan Girls                                                                                    ,502
779,Düm Tek Tek                                                                                         ,503
780,Lose Control                                                                                        ,504
781,Todas As Ruas Do Amor                                                                               ,505
782,Is It True?                                                                                         ,506
783,There Must Be Another Way                                                                           ,507
784,Bistra Voda                                                                                         ,508
785,La Voix                                                                                             ,509
786,Leť Tmou                                                                                            ,510
787,Et Cetera                                                                                           ,511
788,Firefly                                                                                             ,512
789,I Dont Wanna Leave                                                                                  ,513
790,Cipela                                                                                              ,514
791,Dance With Me                                                                                       ,515
792,Probka                                                                                              ,516
793,Shine                                                                                               ,517
794,Love Symphony                                                                                       ,518
795,Carry Me In Your Dreams                                                                             ,519
796,Hora Din Moldova                                                                                    ,520
797,Rändajad                                                                                            ,521
798,Lijepa Tena                                                                                         ,522
799,Love                                                                                                ,523
800,This Is Our Night                                                                                   ,524
801,Be my Valentine! (Anti-crisis Girl)                                                                 ,525
802,Fairytale                                                                                           ,158
803,Always                                                                                              ,526
804,Believe Again                                                                                       ,527
805,Et Sil Fallait Le Faire                                                                             ,528
806,Miss Kiss Kiss Bang                                                                                 ,529
807,Its My Time                                                                                         ,530
808,La Noche Es Para Mí (The Night Is For Me)                                                           ,531
809,Mamo                                                                                                ,532
810,Carry Me In Your Dreams                                                                             ,519
811,Hora Din Moldova                                                                                    ,520
812,Rändajad                                                                                            ,521
813,Lijepa Tena                                                                                         ,522
814,Love                                                                                                ,523
815,This Is Our Night                                                                                   ,524
816,Be my Valentine! (Anti-crisis Girl)                                                                 ,525
817,Fairytale                                                                                           ,158
818,Always                                                                                              ,526
819,Believe Again                                                                                       ,527
820,Jan Jan                                                                                             ,500
821,What If We                                                                                          ,501
822,The Balkan Girls                                                                                    ,502
823,Düm Tek Tek                                                                                         ,503
824,Lose Control                                                                                        ,504
825,Todas As Ruas Do Amor                                                                               ,505
826,Is It True?                                                                                         ,506
827,There Must Be Another Way                                                                           ,507
828,Bistra Voda                                                                                         ,508
829,La Voix                                                                                             ,509
830,Casanova                                                                                            ,533
831,O Julissi                                                                                           ,534
832,Vrag Naj Vzame                                                                                      ,535
833,Complice                                                                                            ,536
834,A Century Of Love                                                                                   ,537
835,Your Heart Belongs To Me                                                                            ,538
836,Leto Svet                                                                                           ,539
837,Irelande Douze Pointe                                                                               ,540
838,Zauvijek Volim Te                                                                                   ,541
839,Believe                                                                                             ,542
840,Day After Day                                                                                       ,543
841,"Qele, Qele                                                                                          ",544
842,Hold On Be Strong                                                                                   ,545
843,Pe-o Margine De Lume                                                                                ,546
844,Pokušaj                                                                                             ,547
845,For Life                                                                                            ,548
846,The Fire In Your Eyes                                                                               ,549
847,Secret Combination                                                                                  ,550
848,Missä Miehet Ratsastaa                                                                              ,551
849,Vodka                                                                                               ,552
850,Have Some Fun                                                                                       ,553
851,Nomads In The Night                                                                                 ,554
852,Candlelight                                                                                         ,555
853,Hasta La Vista                                                                                      ,556
854,Femme Fatale                                                                                        ,557
855,Let Me Love You                                                                                     ,558
856,Era Stupendo                                                                                        ,559
857,"DJ, Take Me Away                                                                                    ",560
858,Peace Will Come                                                                                     ,561
859,Deli                                                                                                ,562
860,Hero                                                                                                ,563
861,Zemrën E Lamë Peng                                                                                  ,564
862,Wolves Of The Sea                                                                                   ,565
863,This Is My Life                                                                                     ,566
864,Shady Lady                                                                                          ,567
865,Senhora Do Mar (Negras Águas)                                                                       ,568
866,All Night Long                                                                                      ,569
867,Romanca                                                                                             ,570
868,Peace Will Come                                                                                     ,561
869,Deli                                                                                                ,562
870,Hero                                                                                                ,563
871,Zemrën E Lamë Peng                                                                                  ,564
872,Wolves Of The Sea                                                                                   ,565
873,This Is My Life                                                                                     ,566
874,Shady Lady                                                                                          ,567
875,Senhora Do Mar (Negras Águas)                                                                       ,568
876,All Night Long                                                                                      ,569
877,Romanca                                                                                             ,570
878,Even If                                                                                             ,571
879,Baila El Chiki Chiki                                                                                ,572
880,Oro                                                                                                 ,573
881,Disappear                                                                                           ,574
882,Divine                                                                                              ,575
883,Believe                                                                                             ,542
884,Day After Day                                                                                       ,543
885,"Qele, Qele                                                                                          ",544
886,Hold On Be Strong                                                                                   ,545
887,Pe-o Margine De Lume                                                                                ,546
888,Pokušaj                                                                                             ,547
889,For Life                                                                                            ,548
890,The Fire In Your Eyes                                                                               ,549
891,Secret Combination                                                                                  ,550
892,Missä Miehet Ratsastaa                                                                              ,551
893,Get A Life - Get Alive                                                                              ,576
894,Love Power                                                                                          ,577
895,Partners In Crime                                                                                   ,578
896,Salvem El Món                                                                                       ,579
897,Vertigo                                                                                             ,580
898,Ven A Bailar Conmigo                                                                                ,581
899,Dança Comigo (vem Ser Feliz)                                                                        ,582
900,Malá Dáma                                                                                           ,583
901,Time To Party                                                                                       ,584
902,Vjerujem U Ljubav                                                                                   ,585
903,Drama Queen                                                                                         ,586
904,Hear My Plea                                                                                        ,587
905,On Top Of The World                                                                                 ,588
906,Vampires Are Alive                                                                                  ,589
907,Ajde Kroci                                                                                          ,590
908,Valentine Lost                                                                                      ,591
909,"Comme Ci, Comme ça                                                                                  ",592
910,Push The Button                                                                                     ,593
911,Questa Notte                                                                                        ,594
912,Shake It Up Shekerim                                                                                ,595
913,Cvet Z Juga                                                                                         ,596
914,Unsubstantial Blues                                                                                 ,597
915,Mojot Svet                                                                                          ,598
916,Molitva                                                                                             ,599
917,Fight                                                                                               ,600
918,Visionary Dream                                                                                     ,601
919,Work Your Magic                                                                                     ,602
920,Water                                                                                               ,603
921,Anytime You Need                                                                                    ,604
922,"Liubi, Liubi, I Love You                                                                            ",605
923,Flying The Flag (for You)                                                                           ,606
924,Dancing Lasha Tumbai                                                                                ,607
925,Frauen Regieren Die Welt                                                                            ,608
