song_id,song_name,artist_id 
999,Why                                                                                                 ,660
1000,Lets Get Loud                                                                                       ,661
1001,Le Grand Soir                                                                                       ,662
1002,If I Had Your Love                                                                                  ,663
1003,My Impossible Dream                                                                                 ,664
1004,Love Me Tonight                                                                                     ,665
1005,Tout De Moi                                                                                         ,666
1006,Amar                                                                                                ,667
1007,Little By Little                                                                                    ,668
1008,Hasheket Shenishar                                                                                  ,669
1009,The War Is Not Over                                                                                 ,670
1010,Boonika Bate Toba                                                                                   ,671
1011,Talking To You                                                                                      ,672
1012,Vukovi Umiru Sami                                                                                   ,673
1013,Cool Vibes                                                                                          ,674
1014,Make My Day                                                                                         ,675
1015,Forogj Világ                                                                                        ,676
1016,Let Me Try                                                                                          ,677
1017,In My Dreams                                                                                        ,678
1018,Chacun Pense à Soi                                                                                  ,679
1019,Call Me                                                                                             ,471
1020,Nobody Hurt No One                                                                                  ,680
1021,My Number One                                                                                       ,681
1022,Run & Hide                                                                                          ,682
1023,Razom Nas Bahato                                                                                    ,683
1024,Las Vegas                                                                                           ,684
1025,Zauvijek Moja                                                                                       ,685
1026,Brujería                                                                                            ,686
1027,Ela Ela                                                                                             ,687
1028,Tomorrow I Go                                                                                       ,688
1029,Rimi Rimi Ley                                                                                       ,689
1030,Angel                                                                                               ,501
1031,Touch My Fire                                                                                       ,690
1032,Talking To You                                                                                      ,672
1033,Vukovi Umiru Sami                                                                                   ,673
1034,Cool Vibes                                                                                          ,674
1035,Make My Day                                                                                         ,675
1036,Forogj Világ                                                                                        ,676
1037,Let Me Try                                                                                          ,677
1038,In My Dreams                                                                                        ,678
1039,Hasheket Shenishar                                                                                  ,669
1040,The War Is Not Over                                                                                 ,670
1041,Boonika Bate Toba                                                                                   ,671
1042,Shame On You                                                                                        ,691
1043,Tii                                                                                                 ,692
1044,Stay Forever                                                                                        ,693
1045,Whats Happened To Your Love                                                                         ,694
1046,Notre Planète                                                                                       ,695
1047,Foi Magia                                                                                           ,696
1048,Jugarem A Estimar-nos                                                                               ,697
1049,Lehaamin                                                                                            ,698
1050,Dziesma Par Laimi                                                                                   ,699
1051,Celebrate                                                                                           ,700
1052,My Galileo                                                                                          ,701
1053,Takes 2 To Tango                                                                                    ,702
1054,Lane Moje                                                                                           ,703
1055,On Again... Off Again                                                                               ,704
1056,Without You                                                                                         ,705
1057,The Image Of You                                                                                    ,706
1058,Wild Dances                                                                                         ,707
1059,Shake It                                                                                            ,524
1060,Life                                                                                                ,708
1061,In The Disco                                                                                        ,709
1062,You Are The Only One                                                                                ,710
1063,Stronger Every Minute                                                                               ,711
1064,Para Llenarme De Ti                                                                                 ,712
1065,Du Bist                                                                                             ,713
1066,High                                                                                                ,714
1067,A Chaque Pas                                                                                        ,715
1068,Lane Moje                                                                                           ,703
1069,On Again... Off Again                                                                               ,704
1070,Without You                                                                                         ,705
1071,Cant Wait Until Tonight                                                                             ,716
1072,The Image Of You                                                                                    ,706
1073,Wild Dances                                                                                         ,707
1074,It Hurts                                                                                            ,717
1075,Shake It                                                                                            ,524
1076,Heaven                                                                                              ,718
1077,If My World Stopped Turning                                                                         ,719
1078,Life                                                                                                ,708
1079,Believe Me                                                                                          ,720
1080,1 Life                                                                                              ,721
1081,In The Disco                                                                                        ,709
1082,You Are The Only One                                                                                ,710
1083,I Admit                                                                                             ,722
1084,For Real                                                                                            ,723
1085,Stronger Every Minute                                                                               ,711
1086,Hold On To Our Love                                                                                 ,724
1087,Love Song                                                                                           ,725
1088,Nanana                                                                                              ,726
1089,Give Me Your Love                                                                                   ,727
1090,Dont Break My Heart                                                                                ,728
1091,Eighties Coming Back                                                                                ,729
1092,Sanomi                                                                                              ,730
1093,Hello From Mars                                                                                     ,731
1094,Keine Grenzen - Zadnych Granic                                                                      ,628
1095,Monts Et Merveilles                                                                                 ,732
1096,Im Not Afraid To Move On                                                                            ,733
1097,Never Let You Go                                                                                    ,734
1098,Hasta La Vista                                                                                      ,735
1099,Cry Baby                                                                                            ,736
1100,One More Night                                                                                      ,737
1101,Words For Love                                                                                      ,738
1102,Dime                                                                                                ,739
1103,"Ne Ver, Ne Boisia                                                                                  ",740
1104,Lets Get Happy                                                                                      ,741
1105,Feeling Alive                                                                                       ,742
1106,Vie Nisam Tvoja                                                                                    ,743
1107,Deixa-me Sonhar                                                                                     ,744
1108,Ne Brini                                                                                            ,745
1109,To Dream Again                                                                                      ,746
1110,Everyway That I Can                                                                                 ,747
1111,Weve Got The World                                                                                 ,748
1112,Weil Der Mensch Zählt                                                                               ,749
1113,Open Your Heart                                                                                     ,750
1114,Gimme                                                                                               ,751
1115,Come Back                                                                                           ,752
1116,Say A Word                                                                                          ,753
1117,S.A.G.A.P.O.                                                                                        ,754
1118,Europes Living A Celebration                                                                        ,755
1119,Everything I Want                                                                                   ,756
1120,Northern Girl                                                                                       ,757
1121,Runaway                                                                                             ,758
1122,Od Nas Zavisi                                                                                       ,598
1123,Light A Candle                                                                                      ,759
1124,Dans Le Jardin De Mon Âme                                                                           ,760
1125,Never Let It Go                                                                                     ,761
1126,Addicted To You                                                                                     ,762
1127,Tell Me Who You Are                                                                                 ,763
1128,Na Jastuku Za Dvoje                                                                                 ,764
1129,Sister                                                                                              ,765
1130,Il Faut Du Temps                                                                                    ,766
1131,I Cant Live Without Music                                                                           ,767
1132,Leylaklar Soldu Kalbinde                                                                            ,768
1133,7th Wonder                                                                                          ,231
1134,Tell Me Why                                                                                         ,769
1135,Samo Ljubezen                                                                                       ,770
1136,I Wanna                                                                                             ,771
1137,Happy You                                                                                           ,772
1138,Never Ever Let You Go                                                                               ,773
1139,Die For You                                                                                         ,774
1140,Another Summer Night                                                                                ,652
1141,Everybody                                                                                           ,775
1142,Wer Liebe Lebt                                                                                      ,776
1143,2 Long                                                                                              ,777
1144,Energy                                                                                              ,778
1145,No Dream Impossible                                                                                 ,779
1146,Sevgiliye Son                                                                                       ,780
1147,Je Nai Que Mon âme                                                                                  ,781
1148,Dile Que La Quiero                                                                                  ,782
1149,Without Your Love                                                                                   ,783
1150,Só Sei Ser Feliz Assim                                                                              ,784
1151,Strings Of My Heart                                                                                 ,785
1152,Too Much                                                                                            ,786
1153,You Got Style                                                                                       ,787
1154,Listen To Your Heartbeat                                                                            ,788
1155,Lady Alpine Blue                                                                                    ,789
1156,Ein Davar                                                                                           ,790
1157,On My Own                                                                                           ,791
1158,Hano                                                                                                ,792
1159,Angel                                                                                               ,793
1160,Out On My Own                                                                                       ,776
1161,All To You                                                                                          ,794
1162,Millennium Of Love                                                                                  ,795
1163,Yorgunum Anla                                                                                       ,796
1164,My Star                                                                                             ,797
1165,A Little Bit                                                                                        ,798
1166,100\% Te Ljubam                                                                                     ,799
1167,When Spirits Are Calling My Name                                                                    ,800
1168,Kada Zaspu Andeli                                                                                   ,801
1169,La Vita Cosè?                                                                                       ,802
1170,Wadde Hadde Dudde Da                                                                                ,803
1171,Fly On The Wings Of Love                                                                            ,804
1172,Colgado De Un Sueño                                                                                 ,805
1173,Tell Me!                                                                                            ,806
1174,Nomiza                                                                                              ,807
1175,Envie De Vivre                                                                                      ,808
1176,Solo                                                                                                ,809
1177,My Heart Goes Boom                                                                                  ,810
1178,Desire                                                                                              ,811
1179,The Moon                                                                                            ,812
1180,On Aura Le Ciel                                                                                     ,813
1181,Once In A Lifetime                                                                                  ,814
1182,Dont Play That Song Again                                                                           ,815
1183,No Goodbyes                                                                                         ,816
1184,Sameakh                                                                                             ,817
1185,Strazdas                                                                                            ,818
1186,Like The Wind                                                                                       ,819
1187,No Quiero Escuchar                                                                                  ,820
1188,Marija Magdalena                                                                                    ,821
1189,Say It Again                                                                                        ,822
1190,For A Thousand Years                                                                                ,823
1191,Dön Artik                                                                                           ,824
1192,Living My Life Without You                                                                          ,825
1193,This Time (i Mean It)                                                                               ,826
1194,Je Veux Donner Ma Voix                                                                              ,827
1195,One Good Reason                                                                                     ,828
1196,Przytul Mnie Mocno                                                                                  ,829
1197,All Out Of Luck                                                                                     ,830
1198,Thanai Erotas                                                                                       ,831
1199,Take Me To Your Heaven                                                                              ,832
1200,Como Tudo Começou                                                                                   ,833
1201,When You Need Me                                                                                    ,834
1202,Reflection                                                                                          ,835
1203,Yom Huledeth                                                                                        ,836
1204,Believe n Peace                                                                                     ,837
1205,Reise Nach Jerusalem - Kudüse Seyahat                                                               ,838
1206,Putnici                                                                                             ,839
1207,Diamond Of Night                                                                                    ,840
1208,"Ne Zori, Zoro                                                                                       ",841
1209,Unutamazsin                                                                                         ,842
1210,Mere Lapsed                                                                                         ,843
1211,Alltid Sommer                                                                                       ,844
1212,Aava                                                                                                ,845
1213,Dis Oui                                                                                             ,846
1214,Kärleken är                                                                                         ,847
1215,Hemel En Aarde                                                                                      ,588
1216,Genesis                                                                                             ,848
1217,Where Are You?                                                                                      ,849
1218,Eu Cred                                                                                             ,850
1219,Se Eu Te Pudesse Abraçar                                                                            ,851
1220,Is Always Over Now?                                                                                 ,852
1221,Naj Bogovi Sliijo                                                                                  ,853
1222,A Holnap Már Ném Lesz Szomorú                                                                       ,854
1223,The One That I Love                                                                                 ,501
1224,Guildo Hat Euch Lieb                                                                                ,855
1225,Diva                                                                                                ,438
1226,To Takie Proste                                                                                     ,856
1227,Modlitba                                                                                            ,857
1228,Lass Ihn                                                                                            ,858
1229,¿Qué Voy A Hacer Sin Ti?                                                                            ,859
1230,Où Aller                                                                                            ,860
1231,Mia Krifi Evaisthissia                                                                              ,861
1232,Neka Mi Ne Svane                                                                                    ,862
1233,Minn Hinsti Dans                                                                                    ,863
1234,Love Shine A Light                                                                                  ,864
1235,Probudi Me                                                                                          ,865
1236,Sentiments Songes                                                                                   ,866
1237,Stemmen I Mit Liv                                                                                   ,867
1238,Primadonna                                                                                          ,868
1239,"Miert Kell, Hogy Elmenj?                                                                            ",869
1240,Let Me Fly                                                                                          ,870
1241,Horepse                                                                                             ,871
1242,Bara Hon älskar Mig                                                                                 ,872
1243,Antes Do Adeus                                                                                      ,873
1244,Goodbye                                                                                             ,874
1245,Keelatud Maa                                                                                        ,875
1246,Ale Jestem                                                                                          ,876
1247,Zeit                                                                                                ,877
1248,Sin Rencor                                                                                          ,878
1249,Fiumi Di Parole                                                                                     ,879
1250,Niemand Heeft Nog Tijd                                                                              ,880
1251,Dentro Di Me                                                                                        ,881
1252,Zbudi Se                                                                                            ,882
1253,Mysterious Woman                                                                                    ,883
1254,One Step                                                                                            ,884
1255,San Francisco                                                                                       ,885
1256,Dinle                                                                                               ,886
1257,Mana Mou                                                                                            ,887
1258,Den Vilda                                                                                           ,888
1259,Kým Nás Má                                                                                         ,889
1260,Za Nau Ljubav                                                                                      ,890
1261,Chce Znac Swój Grzech                                                                               ,891
1262,Sjúbídú                                                                                             ,892
1263,Niin Kaunis On Taivas                                                                               ,893
1264,The Voice                                                                                           ,894
1265,Liefde Is Een Kaartspel                                                                             ,895
1266,De Eerste Keer                                                                                      ,896
1267,Dan najlepših sanj                                                                                  ,508
1268,Diwanit Bugale                                                                                      ,897
1269,I Evighet                                                                                           ,898
1270,Kaelakee Hääl                                                                                       ,899
1271,Emis Forame To Himona Anixiatika                                                                    ,900
1272,Mon Coeur Laime                                                                                     ,901
1273,Weils Dr Guat Got                                                                                   ,902
1274,Sveta Ljubav                                                                                        ,903
1275,In A Womans Heart                                                                                   ,904
1276,Móno Gia Más                                                                                        ,905
1277,O Meu Coração Não Tem Cor                                                                           ,906
1278,"¡Ay, Qué Deseo!                                                                                     ",907
1279,Ooh...Aah...Just A Little Bit                                                                       ,908
1280,Besinçi Mevsim                                                                                      ,909
1281,Pia Prossefchi                                                                                      ,910
1282,Keep Me In Mind                                                                                     ,911
1283,Amen                                                                                                ,912
1284,Prisluhni Mi                                                                                        ,823
1285,Fra Mols Til Skagen                                                                                 ,913
1286,Se På Mej                                                                                           ,914
1287,Sti Fotia                                                                                           ,915
1288,Baunilha E Chocolate                                                                                ,916
1289,Love City Groove                                                                                    ,917
1290,La Voix Est Libre                                                                                   ,918
1291,Ùj Nèv Egy Règi Hàz Fàlan                                                                           ,919
1292,Il Me Donne Rendez-vous                                                                             ,920
1293,Nostalgija                                                                                          ,921
1294,Sev!                                                                                                ,922
1295,Vuelve Conmigo                                                                                      ,923
1296,Die Welt Dreht Sich Verkehrt                                                                        ,924
1297,Núna                                                                                                ,925
1298,Kolybelnaya Dlya Vulkana                                                                            ,926
1299,Nocturne                                                                                            ,927
1300,Dvadeset I Prvi Vijek                                                                               ,928
1301,Verliebt In Dich                                                                                    ,929
1302,Dreamin                                                                                             ,930
1303,Sama                                                                                                ,931
1304,Je Suis Un Vrai Garçon                                                                              ,932
1305,To Nie Ja!                                                                                          ,933
1306,Vechni Stranik                                                                                      ,934
1307,Kinek Mondjam El Vétkeimet                                                                          ,935
1308,Ella No Es Ella                                                                                     ,936
1309,Für Den Frieden Der Welt                                                                            ,937
1310,To Trehantiri (diri Diri)                                                                           ,938
1311,Ostani Kraj Mene                                                                                    ,939
1312,Duett                                                                                               ,940
1313,Lopšinė Mylimai                                                                                     ,941
1314,Nekovecná Piesen                                                                                    ,942
1315,Wir Geben ne Party                                                                                  ,943
1316,Waar Is De Zon                                                                                      ,944
1317,More Than Love                                                                                      ,945
1318,Dincolo De Nori                                                                                     ,946
1319,Nagu Merelaine                                                                                      ,947
1320,Sto Pregando                                                                                        ,948
1321,Chamar A Música                                                                                     ,949
1322,Nekti Bude Ljubav Sva                                                                               ,950
1323,We Will Be Free (lonely Symphony)                                                                   ,951
1324,Nætur                                                                                               ,952
1325,Ime Anthropos Ke Ego                                                                                ,592
1326,Rock n Roll Kids                                                                                    ,953
1327,Bye Bye Baby                                                                                        ,954
1328,Stjärnorna                                                                                          ,955
1329,Alle Mine Tankar                                                                                    ,956
1330,Shiru                                                                                               ,957
1331,Mi Stamatas                                                                                         ,958
1332,Hombres                                                                                             ,959
1333,Dont Ever Cry                                                                                       ,960
1334,Vrede                                                                                               ,961
1335,Better The Devil You Know                                                                           ,962
1336,Sva Bol Svijeta                                                                                     ,963
1337,Tule Luo                                                                                            ,964
1338,Tih Dezeven Dan                                                                                     ,965
1339,Donne-moi Une Chance                                                                                ,966
1340,In Your Eyes                                                                                        ,485
1341,Eloïse                                                                                              ,967
1342,Mama Corsica                                                                                        ,968
1343,A Cidade Até Ser Dia                                                                                ,969
1344,Maria Magdalena                                                                                     ,970
1345,þá Veistu Svarið                                                                                    ,971
1346,This Time                                                                                           ,972
1347,Sole Deuropa                                                                                        ,973
1348,Esmer Yarim                                                                                         ,974
1349,Viel Zu Weit                                                                                        ,975
1350,"Moi, Tout Simplement                                                                                ",976
1351,Under Stjernerne På Himlen                                                                          ,977
1352,"Ellada, Hora Tou Fotos                                                                              ",978
1353,Iemand Als Jij                                                                                      ,979
1354,Wijs Me De Weg                                                                                      ,980
1355,Todo Esto Es La Música                                                                              ,981
1356,Nous On Veut Des Violons                                                                            ,982
1357,Ze Rak Sport                                                                                        ,983
1358,Yaz Bitti                                                                                           ,984
1359,Olou Tou Kosmou I Elpida                                                                            ,985
1360,Monté La Riviè                                                                                      ,986
1361,I Morgon är En Annan Dag                                                                            ,987
1362,Amor Dágua Fresca                                                                                   ,988
1363,Teriazoume                                                                                          ,592
1364,Little Child                                                                                        ,989
1365,Nei Eða Já                                                                                          ,990
1366,Yamma Yamma                                                                                         ,991
1367,Mister Music Man                                                                                    ,992
1368,Sou Fräi                                                                                            ,993
1369,Zusammen Gehn                                                                                       ,970
1370,One Step Out Of Time                                                                                ,994
1371,Why Me                                                                                              ,995
1372,Ålt Det Som Ingen Ser                                                                               ,996
1373,Rapsodia                                                                                            ,997
1374,Ljubim Te Pesmama                                                                                   ,998
1375,Visjoner                                                                                            ,999
1376,Träume Sind Für Alle Da                                                                             ,1000
1377,Comme E Ddoce o Mare                                                                                ,1001
1378,S.o.s.                                                                                              ,1002
1379,A Message To Your Heart                                                                             ,1003
1380,Bailar Pegados                                                                                      ,1004
1381,Geef Het Op                                                                                         ,1005
1382,Dieser Traum Darf Niemals Sterben                                                                   ,1006
1383,Hullu Yö                                                                                            ,1007
1384,Kan                                                                                                 ,1008
1385,Mrs. Thompson                                                                                       ,1009
1386,Lige Der Hvor Hjertet Slår                                                                          ,1010
1387,Lusitana Paixão                                                                                     ,1011
1388,Could It Be That Im In Love                                                                         ,1012
1389,Iki Dakika                                                                                          ,1013
1390,Cest Le Dernier Qui A Parlé Qui A Raison                                                            ,1014
1391,Fångad Av En Stormvind                                                                              ,639
1392,Un Baiser Volé                                                                                      ,1015
1393,Venedig Im Regen                                                                                    ,1016
1394,Canzone Per Te                                                                                      ,1017
1395,I Anixi                                                                                             ,1018
1396,Could It Be                                                                                         ,1019
1397,Nina                                                                                                ,1020
1398,Brazil                                                                                              ,1021
1399,Fri?                                                                                                ,1022
